1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.95	2	2	2	2	2	2	2	2	2	2	1.05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.9025	1.9975	2	2	2	2	2	2	2	2	2	1.0975	1.0025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.85737	1.99275	1.99988	2	2	2	2	2	2	2	2	1.14262	1.00725	1.00012	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.81451	1.98598	1.99952	1.99999	2	2	2	2	2	2	2	1.18549	1.01402	1.00048	1.00001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.77378	1.97741	1.99884	1.99997	2	2	2	2	2	2	2	1.22622	1.02259	1.00116	1.00003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.73509	1.96723	1.99777	1.99991	2	2	2	2	2	2	2	1.26491	1.03277	1.00223	1.00009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.69834	1.95562	1.99624	1.99981	1.99999	2	2	2	2	2	2	1.30166	1.04438	1.00376	1.00019	1.00001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.66342	1.94276	1.99421	1.99963	1.99998	2	2	2	2	2	2	1.33658	1.05724	1.00579	1.00037	1.00002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.63025	1.92879	1.99164	1.99936	1.99997	2	2	2	2	2	2	1.36975	1.07121	1.00836	1.00064	1.00003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.59874	1.91386	1.9885	1.99897	1.99994	2	2	2	2	2	2	1.40126	1.08614	1.0115	1.00103	1.00006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.5688	1.89811	1.98476	1.99845	1.99989	1.99999	2	2	2	2	2	1.4312	1.10189	1.01524	1.00155	1.00011	1.00001	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.54036	1.88164	1.98043	1.99776	1.99982	1.99999	2	2	2	2	2	1.45964	1.11836	1.01957	1.00224	1.00018	1.00001	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.51334	1.86458	1.97549	1.9969	1.99971	1.99998	2	2	2	2	2	1.48666	1.13542	1.02451	1.0031	1.00029	1.00002	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.48767	1.84701	1.96995	1.99583	1.99957	1.99997	2	2	2	2	2	1.51233	1.15299	1.03005	1.00417	1.00043	1.00003	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.46329	1.82905	1.9638	1.99453	1.99939	1.99995	2	2	2	2	2	1.53671	1.17095	1.0362	1.00547	1.00061	1.00005	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.44013	1.81076	1.95706	1.993	1.99914	1.99992	1.99999	2	2	2	2	1.55987	1.18924	1.04294	1.007	1.00086	1.00008	1.00001	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.41812	1.79223	1.94975	1.9912	1.99884	1.99988	1.99999	2	2	2	2	1.58188	1.20777	1.05025	1.0088	1.00116	1.00012	1.00001	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.39721	1.77352	1.94187	1.98913	1.99845	1.99983	1.99998	2	2	2	2	1.60279	1.22648	1.05813	1.01087	1.00155	1.00017	1.00002	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.37735	1.75471	1.93345	1.98676	1.99799	1.99976	1.99998	2	2	2	2	1.62265	1.24529	1.06655	1.01324	1.00201	1.00024	1.00002	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.35849	1.73584	1.92452	1.9841	1.99743	1.99967	1.99997	2	2	2	2	1.64151	1.26416	1.07548	1.0159	1.00257	1.00033	1.00003	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.34056	1.71697	1.91508	1.98112	1.99676	1.99956	1.99995	2	2	2	2	1.65944	1.28303	1.08492	1.01888	1.00324	1.00044	1.00005	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.32353	1.69815	1.90518	1.97782	1.99598	1.99942	1.99993	1.99999	2	2	2	1.67647	1.30185	1.09482	1.02218	1.00402	1.00058	1.00007	1.00001	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1.30736	1.67942	1.89483	1.97419	1.99507	1.99925	1.99991	1.99999	2	2	2	1.69264	1.32058	1.10517	1.02581	1.00493	1.00075	1.00009	1.00001	1	1	1	1	1	1	1	1	1	1	1	1
